table_name,record_id,base_id,card_number,card_name,image_path,image_format,match_type
cards,1046,,BT18-079,"King Piccolo, Seal Undone",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-079_PR.webp,webp,normalized_promo_suffix
cards,1047,,BT18-080,"Tambourine, Demonic Subordinate",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-080.webp,webp,exact_stem
cards,1048,,BT18-081,"Cymbal, Demonic Subordinate",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-081.webp,webp,exact_stem
cards,1049,,BT18-082,"Drum, Demonic Subordinate",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-082.webp,webp,exact_stem
cards,1049,,BT18-082,"Drum, Demonic Subordinate",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-082_PR.webp,webp,normalized_promo_suffix
cards,1050,,BT18-083,"Piano, Faithful Aide",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-083.webp,webp,exact_stem
cards,1051,,BT18-084,"Piccolo Jr., Vengeance Reborn",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-084.webp,webp,exact_stem
cards,1051,,BT18-084,"Piccolo Jr., Vengeance Reborn",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-084_PR.webp,webp,normalized_promo_suffix
cards,1052,,BT18-085,"SS Son Goten & SS Trunks, Unfurled Potential",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-085.webp,webp,exact_stem
cards,1053,,BT18-086,"SS Gotenks, Beyond Serious",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-086.webp,webp,exact_stem
cards,1053,,BT18-086,"SS Gotenks, Beyond Serious",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-086_PR.webp,webp,normalized_promo_suffix
cards,1053,,BT18-086,"SS Gotenks, Beyond Serious",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-086_PR2.webp,webp,normalized_promo_suffix
cards,1054,,BT18-087,Master Roshi's Training,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-087.webp,webp,exact_stem
cards,1055,,BT18-088,A Demon Is Born,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-088.webp,webp,exact_stem
cards,1144,,BT18-089,Bardock's Crew,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-089.webp,webp,exact_stem
cards,1144,,BT18-089,Bardock's Crew,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-089_b.webp,webp,substring_stem
cards,1144,,BT18-089,Bardock's Crew,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-089_PR.webp,webp,normalized_promo_suffix
cards,1144,,BT18-089,Bardock's Crew,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-089_PR2.webp,webp,normalized_promo_suffix
cards,1144,,BT18-089,Bardock's Crew,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-089_PR2_b.webp,webp,substring_stem
cards,1144,,BT18-089,Bardock's Crew,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-089_PR3.webp,webp,normalized_promo_suffix
cards,1144,,BT18-089,Bardock's Crew,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-089_PR3_b.webp,webp,substring_stem
cards,1144,,BT18-089,Bardock's Crew,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-089_PR_b.webp,webp,substring_stem
cards,1103,,BT18-090,Piccolo,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-090.webp,webp,exact_stem
cards,1103,,BT18-090,Piccolo,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-090_b.webp,webp,substring_stem
cards,1145,,BT18-091,"Bardock, Saiyan Determination",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-091.webp,webp,exact_stem
cards,1145,,BT18-091,"Bardock, Saiyan Determination",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-091_PR.webp,webp,normalized_promo_suffix
cards,1104,,BT18-092,"Son Gohan, Facing New Foes",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-092.webp,webp,exact_stem
cards,1104,,BT18-092,"Son Gohan, Facing New Foes",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-092_PR.webp,webp,normalized_promo_suffix
cards,1146,,BT18-093,"SSB Son Goku, Evolved Defender",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-093.webp,webp,exact_stem
cards,1146,,BT18-093,"SSB Son Goku, Evolved Defender",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-093_PR.webp,webp,normalized_promo_suffix
cards,1146,,BT18-093,"SSB Son Goku, Evolved Defender",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-093_PR2.webp,webp,normalized_promo_suffix
cards,1147,,BT18-094,"Gine, for the Sake of Family",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-094.webp,webp,exact_stem
cards,1105,,BT18-095,"Pan, Facing New Foes",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-095.webp,webp,exact_stem
cards,1106,,BT18-096,"Great Ape Son Goku, Instincts Unleashed",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-096.webp,webp,exact_stem
cards,1106,,BT18-096,"Great Ape Son Goku, Instincts Unleashed",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-096_PR.webp,webp,normalized_promo_suffix
cards,1107,,BT18-097,"Bulma, Searching for Adventure",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-097.webp,webp,exact_stem
cards,1148,,BT18-098,"Great Ape Tora, Saiyan Potential",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-098.webp,webp,exact_stem
cards,1148,,BT18-098,"Great Ape Tora, Saiyan Potential",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-098_PR.webp,webp,normalized_promo_suffix
cards,1149,,BT18-099,"Tora, Feelings Bequeathed",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-099.webp,webp,exact_stem
cards,1150,,BT18-100,Great Ape Fasha,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-100.webp,webp,exact_stem
cards,1151,,BT18-101,"Fasha, Feelings Bequeathed",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-101.webp,webp,exact_stem
cards,1152,,BT18-102,"Great Ape Shugesh, Saiyan Potential",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-102.webp,webp,exact_stem
cards,1152,,BT18-102,"Great Ape Shugesh, Saiyan Potential",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-102_PR.webp,webp,normalized_promo_suffix
cards,1153,,BT18-103,"Shugesh, Feelings Bequeathed",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-103.webp,webp,exact_stem
cards,1154,,BT18-104,"Great Ape Borgos, Saiyan Potential",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-104.webp,webp,exact_stem
cards,1155,,BT18-105,"Borgos, Feelings Bequeathed",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-105.webp,webp,exact_stem
cards,1156,,BT18-106,"Great Ape Bardock, Saiyan Potential",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-106.webp,webp,exact_stem
cards,1158,,BT18-107,"Bardock, Inherited Might",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-107.webp,webp,exact_stem
cards,1158,,BT18-107,"Bardock, Inherited Might",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-107_PR.webp,webp,normalized_promo_suffix
cards,1158,,BT18-107,"Bardock, Inherited Might",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-107_PR3.webp,webp,normalized_promo_suffix
cards,1158,,BT18-107,"Bardock, Inherited Might",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-107_PR4.webp,webp,normalized_promo_suffix
cards,1158,,BT18-107,"Bardock, Inherited Might",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-107_SPR.webp,webp,substring_stem
cards,1159,,BT18-108,"Bardock, Crew Leader",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-108.webp,webp,exact_stem
cards,1108,,BT18-109,"Son Gohan, Flash of Brilliance",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-109.webp,webp,exact_stem
cards,1108,,BT18-109,"Son Gohan, Flash of Brilliance",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-109_SPR.webp,webp,substring_stem
cards,1109,,BT18-110,"SS Son Gohan, Guardian of Earth",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-110.webp,webp,exact_stem
cards,1109,,BT18-110,"SS Son Gohan, Guardian of Earth",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-110_PR.webp,webp,normalized_promo_suffix
cards,1110,,BT18-111,"Son Gohan, Parental Love",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-111.webp,webp,exact_stem
cards,1110,,BT18-111,"Son Gohan, Parental Love",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-111_PR.webp,webp,normalized_promo_suffix
cards,1111,,BT18-112,"Son Goten, Growing Up Fast",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-112.webp,webp,exact_stem
cards,1112,,BT18-113,"Pan, Inherited Bloodline",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-113.webp,webp,exact_stem
cards,1112,,BT18-113,"Pan, Inherited Bloodline",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-113_SPR.webp,webp,substring_stem
cards,1113,,BT18-114,"Pan, Growing Up Fast",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-114.webp,webp,exact_stem
cards,1113,,BT18-114,"Pan, Growing Up Fast",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-114_PR.webp,webp,normalized_promo_suffix
cards,1114,,BT18-115,"Piccolo, Namekian Pride",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-115.webp,webp,exact_stem
cards,1115,,BT18-116,"Piccolo, Heart of a Teacher",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-116.webp,webp,exact_stem
cards,1116,,BT18-117,"Trunks, Growing Up Fast",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-117.webp,webp,exact_stem
cards,1116,,BT18-117,"Trunks, Growing Up Fast",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-117_PR.webp,webp,normalized_promo_suffix
cards,1117,,BT18-118,Bulma,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-118.webp,webp,exact_stem
cards,1162,,BT18-119,Gone but Not Forgotten,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-119.webp,webp,exact_stem
cards,1163,,BT18-120,A Saiyan's Willpower,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-120.webp,webp,exact_stem
cards,1118,,BT18-121,For the Sake of Family,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-121.webp,webp,exact_stem
cards,1164,,BT18-122,Shroom & Salsa,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-122.webp,webp,exact_stem
cards,1164,,BT18-122,Shroom & Salsa,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-122_b.webp,webp,substring_stem
cards,1164,,BT18-122,Shroom & Salsa,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-122_PR.webp,webp,normalized_promo_suffix
cards,1164,,BT18-122,Shroom & Salsa,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-122_PR_b.webp,webp,substring_stem
cards,1165,,BT18-123,"Demon God Shroom & Demon God Salsa, Imminent Annihilation",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-123.webp,webp,exact_stem
cards,1167,,BT18-125,"Demon God Putine & Demon God Gravy, Treacherous Intel",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-125.webp,webp,exact_stem
cards,1168,,BT18-126,SS Bardock,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-126.webp,webp,exact_stem
cards,1169,,BT18-127,"Supreme Kai of Time, Final Battle at Hand",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-127.webp,webp,exact_stem
cards,1169,,BT18-127,"Supreme Kai of Time, Final Battle at Hand",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-127_PR.webp,webp,normalized_promo_suffix
cards,1170,,BT18-128,"Dark Broly, Heartless Berserker",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-128.webp,webp,exact_stem
cards,1170,,BT18-128,"Dark Broly, Heartless Berserker",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-128_PR.webp,webp,normalized_promo_suffix
cards,1171,,BT18-129,"Dark King Mechikabura, Imminent Annihilation",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-129.webp,webp,exact_stem
cards,1172,,BT18-130,"Dark King Mechikabura, Final Battle at Hand",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-130.webp,webp,exact_stem
cards,1172,,BT18-130,"Dark King Mechikabura, Final Battle at Hand",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-130_PR.webp,webp,normalized_promo_suffix
cards,1173,,BT18-131,"Demon God Shroom, Demonic Invitation",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-131.webp,webp,exact_stem
cards,1173,,BT18-131,"Demon God Shroom, Demonic Invitation",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-131_PR.webp,webp,normalized_promo_suffix
cards,1174,,BT18-132,"Demon God Shroom, Dark King's Vanguard",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-132.webp,webp,exact_stem
cards,1174,,BT18-132,"Demon God Shroom, Dark King's Vanguard",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-132_PR.webp,webp,normalized_promo_suffix
cards,1175,,BT18-133,"Demon God Shroom & Demon God Salsa, Unending Nightmare",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-133.webp,webp,exact_stem
cards,1176,,BT18-134,"Demon God Salsa, Stormclad",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-134.webp,webp,exact_stem
cards,1177,,BT18-135,"Demon God Salsa, Dark King's Vanguard",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-135.webp,webp,exact_stem
cards,1177,,BT18-135,"Demon God Salsa, Dark King's Vanguard",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-135_PR.webp,webp,normalized_promo_suffix
cards,1178,,BT18-136,"Demon God Salsa, Dark Combination",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-136.webp,webp,exact_stem
cards,1178,,BT18-136,"Demon God Salsa, Dark Combination",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-136_PR.webp,webp,normalized_promo_suffix
cards,1179,,BT18-137,King Vegeta,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-137.webp,webp,exact_stem
cards,1180,,BT18-138,Reaper's Cunning,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-138.webp,webp,exact_stem
cards,1181,,BT18-139,Genius's Craft,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-139.webp,webp,exact_stem
cards,1182,,BT18-140,Begrudging Allies,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-140.webp,webp,exact_stem
cards,1182,,BT18-140,Begrudging Allies,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-140_PR.webp,webp,normalized_promo_suffix
cards,1119,,BT18-141,"Cooler, Calculating Warrior",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-141.webp,webp,exact_stem
cards,1119,,BT18-141,"Cooler, Calculating Warrior",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-141_PR.webp,webp,normalized_promo_suffix
cards,1120,,BT18-142,"Son Goku, Power Untold",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-142.webp,webp,exact_stem
cards,1120,,BT18-142,"Son Goku, Power Untold",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-142_PR.webp,webp,normalized_promo_suffix
cards,1121,,BT18-143,"SS4 Gogeta, Indomitable Might",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-143.webp,webp,exact_stem
cards,1121,,BT18-143,"SS4 Gogeta, Indomitable Might",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-143_PR.webp,webp,normalized_promo_suffix
cards,1121,,BT18-143,"SS4 Gogeta, Indomitable Might",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-143_PR2.webp,webp,normalized_promo_suffix
cards,1121,,BT18-143,"SS4 Gogeta, Indomitable Might",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-143_PR3.webp,webp,normalized_promo_suffix
cards,1121,,BT18-143,"SS4 Gogeta, Indomitable Might",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-143_SPR.webp,webp,substring_stem
cards,1122,,BT18-144,"Android 18, Measureless Strength",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-144.webp,webp,exact_stem
cards,1122,,BT18-144,"Android 18, Measureless Strength",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-144_SPR.webp,webp,substring_stem
cards,1123,,BT18-145,"Hirudegarn, Accursed Destroyer",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-145.webp,webp,exact_stem
cards,1124,,BT18-146,"Bardock, Saiyan Warrior",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-146.webp,webp,exact_stem
cards,1124,,BT18-146,"Bardock, Saiyan Warrior",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-146_PR.webp,webp,normalized_promo_suffix
cards,1125,,BT18-147,"SS4 Vegito, A Light in the Dark",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT18\BT18-147.webp,webp,exact_stem
cards,1314,,BT19-001,Son Goku & Vegeta & Trunks,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT19\BT19-001.webp,webp,exact_stem
cards,1314,,BT19-001,Son Goku & Vegeta & Trunks,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT19\BT19-001_b.webp,webp,substring_stem
cards,1314,,BT19-001,Son Goku & Vegeta & Trunks,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT19\BT19-001_PR.webp,webp,normalized_promo_suffix
cards,1314,,BT19-001,Son Goku & Vegeta & Trunks,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT19\BT19-001_PR_b.webp,webp,substring_stem
cards,1391,,BT19-002,Gero's Supercomputer,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT19\BT19-002.webp,webp,exact_stem
cards,1391,,BT19-002,Gero's Supercomputer,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT19\BT19-002_b.webp,webp,substring_stem
cards,1391,,BT19-002,Gero's Supercomputer,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT19\BT19-002_PR.webp,webp,normalized_promo_suffix
cards,1391,,BT19-002,Gero's Supercomputer,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT19\BT19-002_PR_b.webp,webp,substring_stem
cards,1315,,BT19-003,"SS Son Goku, United Onslaught",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT19\BT19-003.webp,webp,exact_stem
cards,1399,,BT19-004,"Android 13, Nightmarish Combination",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT19\BT19-004.webp,webp,exact_stem
cards,1316,,BT19-005,"Son Gohan, at the Ready",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT19\BT19-005.webp,webp,exact_stem
cards,1404,,BT19-006,"Android 14 & Android 15, Team-Up Terrors",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT19\BT19-006.webp,webp,exact_stem
cards,1492,,BT19-007,"Mercenary Tao, Villainous Threat",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT19\BT19-007.webp,webp,exact_stem
cards,1317,,BT19-008,"SS Son Goku, Spirit Bomb Absorbed",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT19\BT19-008.webp,webp,exact_stem
cards,1317,,BT19-008,"SS Son Goku, Spirit Bomb Absorbed",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT19\BT19-008_SPR.webp,webp,substring_stem
cards,1318,,BT19-009,"SS Son Goku, Evolved Offensive",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT19\BT19-009.webp,webp,exact_stem
cards,1395,,BT19-010,"Son Goku, at the Ready",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT19\BT19-010.webp,webp,exact_stem
cards,1319,,BT19-011,"SS Son Goku, SS Vegeta, & SS Trunks, Triple Combination",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT19\BT19-011.webp,webp,exact_stem
cards,1319,,BT19-011,"SS Son Goku, SS Vegeta, & SS Trunks, Triple Combination",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT19\BT19-011_PR.webp,webp,normalized_promo_suffix
cards,1319,,BT19-011,"SS Son Goku, SS Vegeta, & SS Trunks, Triple Combination",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT19\BT19-011_SPR.webp,webp,substring_stem
cards,1396,,BT19-012,Son Gohan,F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT19\BT19-012.webp,webp,exact_stem
cards,1320,,BT19-013,"SS Vegeta, Evolved Offensive",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT19\BT19-013.webp,webp,exact_stem
cards,1392,,BT19-014,"Vegeta, at the Ready",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT19\BT19-014.webp,webp,exact_stem
cards,1321,,BT19-015,"SS Trunks, Evolved Offensive",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT19\BT19-015.webp,webp,exact_stem
cards,1397,,BT19-016,"Trunks, at the Ready",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT19\BT19-016.webp,webp,exact_stem
cards,1398,,BT19-017,"Piccolo, at the Ready",F:\Dragon-Ball-Masters-Arena-main\Dragon-Ball-Masters-Arena-main\assets\BT19\BT19-017.webp,webp,exact_stem
